Movie,Reaction
Family Plot ,"{'neg': 0.15614285714285714, 'neu': 0.6748571428571429, 'pos': 0.169, 'compound': -0.08452857142857143}"
Meatballs ,"{'neg': 0.09422222222222222, 'neu': 0.7300000000000001, 'pos': 0.17577777777777776, 'compound': 0.13075555555555557}"
The Eiger Sanction ,"{'neg': 0.0, 'neu': 0.7384, 'pos': 0.2616, 'compound': 0.31745999999999996}"
Too Far to Go ,"{'neg': 0.12337499999999998, 'neu': 0.6526875, 'pos': 0.1614375, 'compound': 0.03424999999999999}"
The Sunshine Boys ,"{'neg': 0.0, 'neu': 0.6003333333333333, 'pos': 0.3996666666666666, 'compound': 0.48774999999999996}"
Cross of Iron ,"{'neg': 0.12881818181818183, 'neu': 0.6568181818181819, 'pos': 0.21436363636363634, 'compound': 0.1456818181818182}"
"Skatetown, U.S.A. ","{'neg': 0.06448000000000001, 'neu': 0.8678799999999999, 'pos': 0.06764, 'compound': 0.008723999999999994}"
The Last Survivors ,"{'neg': 0.07318181818181818, 'neu': 0.5031818181818182, 'pos': 0.42363636363636364, 'compound': 0.3997545454545454}"
The Brink's Job ,"{'neg': 0.0, 'neu': 0.6699999999999999, 'pos': 0.33, 'compound': 0.3817333333333333}"
Brass Target ,"{'neg': 0.05783333333333334, 'neu': 0.8077500000000001, 'pos': 0.051083333333333335, 'compound': 0.0412}"
The Big Sleep ,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.29295}"
Fight for Your Life ,"{'neg': 0.1524, 'neu': 0.7981333333333333, 'pos': 0.049466666666666666, 'compound': -0.10458666666666666}"
Joi Baba Felunath ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The Deadly Tower ,"{'neg': 0.18185714285714288, 'neu': 0.7977142857142857, 'pos': 0.020428571428571428, 'compound': -0.23315714285714284}"
The Kansas City Massacre ,"{'neg': 0.059647058823529414, 'neu': 0.7851764705882354, 'pos': 0.15505882352941178, 'compound': 0.2497588235294118}"
Final Chapter ,"{'neg': 0.11139999999999999, 'neu': 0.7498, 'pos': 0.139, 'compound': -0.12314}"
One Flew Over the Cuckoo's Nest ,"{'neg': 0.06911764705882353, 'neu': 0.7242352941176471, 'pos': 0.2066470588235294, 'compound': 0.16591764705882353}"
Promises in the Dark ,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.7543}"
The Awakening ,"{'neg': 0.16280952380952382, 'neu': 0.6443333333333333, 'pos': 0.1451904761904762, 'compound': -0.04160476190476189}"
Black Oak Conspiracy ,"{'neg': 0.20600000000000002, 'neu': 0.6852499999999999, 'pos': 0.10875, 'compound': -0.11330000000000004}"
Home to Stay ,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9882}"
Grayeagle ,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.24587499999999998}"
The Hound of the Baskervilles ,"{'neg': 0.05131578947368422, 'neu': 0.7857368421052631, 'pos': 0.16294736842105265, 'compound': 0.301}"
Hustling ,"{'neg': 0.03141666666666667, 'neu': 0.7016666666666665, 'pos': 0.2668333333333333, 'compound': 0.35370000000000007}"
The Front ,"{'neg': 0.08783333333333333, 'neu': 0.8715, 'pos': 0.04066666666666666, 'compound': -0.04016666666666666}"
The Odd Angry Shot ,"{'neg': 0.041833333333333333, 'neu': 0.7906666666666666, 'pos': 0.16766666666666666, 'compound': 0.10586666666666666}"
The Brood ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The Streets of L.A. ,"{'neg': 0.08030769230769232, 'neu': 0.7333076923076921, 'pos': 0.1863846153846154, 'compound': 0.41196923076923075}"
Captain America II ,"{'neg': 0.08807692307692308, 'neu': 0.7661538461538461, 'pos': 0.14584615384615385, 'compound': 0.2799384615384615}"
Black Samurai ,"{'neg': 0.1762, 'neu': 0.632, 'pos': 0.1918, 'compound': -0.13286}"
Diary of a Teenage Hitchhiker ,"{'neg': 0.21655555555555556, 'neu': 0.6288888888888889, 'pos': 0.15461111111111112, 'compound': -0.07826111111111109}"
Mysterious Island of Beautiful Women ,"{'neg': 0.04466666666666667, 'neu': 0.6966666666666667, 'pos': 0.25866666666666666, 'compound': 0.3685333333333333}"
"Bon Voyage, Charlie Brown ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Magic ,"{'neg': 0.0764, 'neu': 0.7917000000000001, 'pos': 0.1319, 'compound': 0.17472500000000002}"
Don ,"{'neg': 0.02275, 'neu': 0.683625, 'pos': 0.29374999999999996, 'compound': 0.49698749999999997}"
Players ,"{'neg': 0.0078, 'neu': 0.8623999999999998, 'pos': 0.1298, 'compound': 0.39524}"
Goin' South ,"{'neg': 0.015923076923076922, 'neu': 0.7877692307692309, 'pos': 0.19630769230769232, 'compound': 0.27155384615384615}"
The Flame Is Love ,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.765}"
Gates of Heaven ,"{'neg': 0.0, 'neu': 0.9635, 'pos': 0.0365, 'compound': 0.10115}"
Wild and Wooly ,"{'neg': 0.05316666666666667, 'neu': 0.7086666666666667, 'pos': 0.23816666666666667, 'compound': 0.2661}"
Fingers ,"{'neg': 0.1575, 'neu': 0.6910000000000002, 'pos': 0.15158333333333332, 'compound': 0.09711666666666668}"
The Frisco Kid ,"{'neg': 0.0, 'neu': 0.8494999999999999, 'pos': 0.1505, 'compound': 0.2981}"
The One and Only ,"{'neg': 0.032285714285714286, 'neu': 0.6372380952380953, 'pos': 0.3304761904761905, 'compound': 0.35366666666666674}"
Close Encounters of the Third Kind ,"{'neg': 0.07183333333333335, 'neu': 0.6512222222222221, 'pos': 0.2768333333333333, 'compound': 0.29067222222222217}"
Beyond and Back ,"{'neg': 0.0319, 'neu': 0.8454, 'pos': 0.1227, 'compound': 0.13957250000000002}"
The Car ,"{'neg': 0.0153, 'neu': 0.7293000000000001, 'pos': 0.2554, 'compound': 0.35845000000000005}"
C.H.O.M.P.S. ,"{'neg': 0.09560714285714286, 'neu': 0.8095714285714285, 'pos': 0.09482142857142857, 'compound': -0.05388214285714289}"
Bloodline ,"{'neg': 0.08163999999999998, 'neu': 0.7755199999999999, 'pos': 0.14288, 'compound': 0.056276000000000014}"
The Story of David ,"{'neg': 0.03769230769230769, 'neu': 0.8891538461538461, 'pos': 0.07315384615384615, 'compound': 0.1415076923076923}"
Friday Foster ,"{'neg': 0.074, 'neu': 0.6799999999999999, 'pos': 0.246, 'compound': 0.28569999999999995}"
1941 ,"{'neg': 0.09570833333333334, 'neu': 0.7290833333333335, 'pos': 0.17520833333333333, 'compound': 0.12790833333333332}"
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson ","{'neg': 0.09292857142857144, 'neu': 0.7430714285714286, 'pos': 0.09250000000000001, 'compound': -0.014192857142857156}"
Born Again ,"{'neg': 0.08075, 'neu': 0.5305, 'pos': 0.389, 'compound': 0.11437500000000002}"
F for Fake ,"{'neg': 0.0, 'neu': 0.46900000000000003, 'pos': 0.531, 'compound': 0.5386500000000001}"
Two-Minute Warning ,"{'neg': 0.060777777777777785, 'neu': 0.8796666666666667, 'pos': 0.059444444444444446, 'compound': -0.005077777777777774}"
Black Moon ,"{'neg': 0.13511764705882354, 'neu': 0.7221176470588238, 'pos': 0.14276470588235293, 'compound': -0.008611764705882352}"
Death on the Nile ,"{'neg': 0.07431034482758622, 'neu': 0.7214482758620693, 'pos': 0.20424137931034483, 'compound': 0.16026896551724137}"
The Bastard ,"{'neg': 0.14007407407407407, 'neu': 0.6805925925925925, 'pos': 0.17937037037037035, 'compound': 0.11647037037037038}"
"Dr. Black, Mr. Hyde ","{'neg': 0.1555217391304348, 'neu': 0.5763478260869566, 'pos': 0.26808695652173914, 'compound': 0.23223913043478264}"
The Quest ,"{'neg': 0.07893333333333333, 'neu': 0.6965999999999999, 'pos': 0.2244, 'compound': 0.211}"
Nightmare in Badham County ,"{'neg': 0.1048, 'neu': 0.7264, 'pos': 0.1187, 'compound': -0.036189999999999986}"
From Noon Till Three ,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4019}"
The Bees ,"{'neg': 0.19190909090909092, 'neu': 0.598, 'pos': 0.11918181818181818, 'compound': -0.10234545454545453}"
The Attic ,"{'neg': 0.27049999999999996, 'neu': 0.594375, 'pos': 0.1350625, 'compound': -0.216775}"
The Muppet Movie ,"{'neg': 0.007833333333333333, 'neu': 0.8224166666666667, 'pos': 0.16974999999999998, 'compound': 0.24719999999999998}"
Framed ,"{'neg': 0.06733333333333334, 'neu': 0.502, 'pos': 0.09733333333333333, 'compound': 0.030299999999999994}"
The Dark holy shite...,"{'neg': 0.02323076923076923, 'neu': 0.8672307692307691, 'pos': 0.10961538461538461, 'compound': 0.11619230769230769}"
Bye Bye Brasil ,"{'neg': 0.0, 'neu': 0.6666666666666666, 'pos': 0.0, 'compound': 0.0}"
Are You in the House Alone? ,"{'neg': 0.21307407407407408, 'neu': 0.6068148148148147, 'pos': 0.18011111111111108, 'compound': -0.0832962962962963}"
Night Moves ,"{'neg': 0.10570588235294119, 'neu': 0.7447058823529411, 'pos': 0.14970588235294116, 'compound': 0.02065882352941179}"
Elvis ,"{'neg': 0.12480952380952383, 'neu': 0.6773333333333333, 'pos': 0.1978095238095238, 'compound': 0.19752857142857144}"
Ruby and Oswald ,"{'neg': 0.15732499999999996, 'neu': 0.7334250000000001, 'pos': 0.0843, 'compound': -0.19214249999999997}"
The Happy Hooker ,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.6204}"
...And Your Name Is Jonah ,"{'neg': 0.07727777777777776, 'neu': 0.7789166666666667, 'pos': 0.14380555555555558, 'compound': 0.10449444444444443}"
Mary and Joseph ,"{'neg': 0.05814285714285715, 'neu': 0.7699999999999999, 'pos': 0.1717142857142857, 'compound': 0.14964285714285716}"
Cosmic Princess ,"{'neg': 0.020125, 'neu': 0.730375, 'pos': 0.1245, 'compound': 0.1479875}"
Barracuda ,"{'neg': 0.04655555555555556, 'neu': 0.7152222222222222, 'pos': 0.23822222222222222, 'compound': 0.11782222222222222}"
The Strange and Deadly Occurrence ,"{'neg': 0.034333333333333334, 'neu': 0.6359333333333334, 'pos': 0.3297333333333334, 'compound': 0.34837666666666667}"
Junoon ,"{'neg': 0.09559999999999999, 'neu': 0.8347999999999999, 'pos': 0.0696, 'compound': 0.10930000000000002}"
ABBA overrated ,"{'neg': 0.046, 'neu': 0.64, 'pos': 0.31399999999999995, 'compound': 0.4586444444444445}"
The Last of the Blue Devils ,"{'neg': 0.0, 'neu': 0.5911500000000001, 'pos': 0.40885, 'compound': 0.446075}"
Joshua ,"{'neg': 0.1759, 'neu': 0.6542999999999999, 'pos': 0.16985, 'compound': -0.12398}"
Mad Max ,"{'neg': 0.14305882352941177, 'neu': 0.6617647058823529, 'pos': 0.19499999999999998, 'compound': -0.008929411764705889}"
Carrie ,"{'neg': 0.05254545454545454, 'neu': 0.756909090909091, 'pos': 0.19054545454545455, 'compound': 0.33599999999999997}"
The Disappearance ,"{'neg': 0.06542105263157894, 'neu': 0.800578947368421, 'pos': 0.134, 'compound': 0.17211052631578944}"
Linda Lovelace for President ,"{'neg': 0.18466666666666667, 'neu': 0.8153333333333332, 'pos': 0.0, 'compound': -0.3595333333333333}"
At the Earth's Core ,"{'neg': 0.082625, 'neu': 0.538125, 'pos': 0.37925000000000003, 'compound': 0.23645}"
When She Was Bad...,"{'neg': 0.15980434782608696, 'neu': 0.7106956521739132, 'pos': 0.10776086956521738, 'compound': -0.13033695652173913}"
Drive In Massacre ,"{'neg': 0.0, 'neu': 0.7705, 'pos': 0.2295, 'compound': 0.38915}"
The Kentucky Fried Movie Prime Time ,"{'neg': 0.0665, 'neu': 0.7194166666666667, 'pos': 0.21408333333333332, 'compound': -0.0061000000000000125}"
The Alien Factor ,"{'neg': 0.08711111111111113, 'neu': 0.7400555555555556, 'pos': 0.1728611111111111, 'compound': 0.20933888888888888}"
Mivtsa Yonatan ,"{'neg': 0.0685, 'neu': 0.296, 'pos': 0.6355, 'compound': 0.44477500000000003}"
Valentino Jammer ,"{'neg': 0.024909090909090912, 'neu': 0.7242727272727274, 'pos': 0.2509090909090909, 'compound': 0.17831818181818185}"
21 Hours at Munich ,"{'neg': 0.127, 'neu': 0.8198181818181819, 'pos': 0.05327272727272728, 'compound': -0.2443818181818182}"
Walk Proud ,"{'neg': 0.046125, 'neu': 0.94225, 'pos': 0.011625, 'compound': -0.1121}"
Great Expectations ,"{'neg': 0.13742857142857146, 'neu': 0.7772857142857142, 'pos': 0.08528571428571428, 'compound': 0.1287714285714286}"
Bear Island ,"{'neg': 0.0462, 'neu': 0.654, 'pos': 0.2998, 'compound': 0.44905}"
Bloodeaters ,"{'neg': 0.049571428571428565, 'neu': 0.7921428571428571, 'pos': 0.1582857142857143, 'compound': 0.09000000000000001}"
Assault on Precinct 13 ,"{'neg': 0.10166666666666667, 'neu': 0.8983333333333333, 'pos': 0.0, 'compound': -0.2864333333333333}"
Over the Edge ,"{'neg': 0.0655, 'neu': 0.6895000000000001, 'pos': 0.24524999999999997, 'compound': 0.322525}"
More American ,"{'neg': 0.08714634146341464, 'neu': 0.7617073170731706, 'pos': 0.15114634146341466, 'compound': 0.10159268292682926}"
Silver Bears ,"{'neg': 0.01575, 'neu': 0.797125, 'pos': 0.062125, 'compound': 0.07071250000000001}"
The Boys in Company C ,"{'neg': 0.06505263157894736, 'neu': 0.7502105263157895, 'pos': 0.18478947368421053, 'compound': 0.1007894736842105}"
Transplant ,"{'neg': 0.02776923076923077, 'neu': 0.789923076923077, 'pos': 0.18230769230769228, 'compound': 0.2764692307692308}"
Gold of the Amazon Women ,"{'neg': 0.0668888888888889, 'neu': 0.6114444444444445, 'pos': 0.32166666666666666, 'compound': 0.23873333333333335}"
Black Jack House of Cards ,"{'neg': 0.10715384615384616, 'neu': 0.6384615384615385, 'pos': 0.1773846153846154, 'compound': 0.1624076923076923}"
Remember My Name Breaking Bad. ,"{'neg': 0.1376, 'neu': 0.5688, 'pos': 0.29379999999999995, 'compound': 0.33418000000000003}"
Return from Witch Mountain ,"{'neg': 0.10276000000000002, 'neu': 0.7532800000000001, 'pos': 0.14396000000000003, 'compound': -0.03372400000000001}"
That's the Way of the World ,"{'neg': 0.16588235294117648, 'neu': 0.7199999999999999, 'pos': 0.11405882352941177, 'compound': 0.04280000000000001}"
Love at First Bite ,"{'neg': 0.06856521739130435, 'neu': 0.5166086956521738, 'pos': 0.41482608695652173, 'compound': 0.4568956521739131}"
The Shape of Things to Come ,"{'neg': 0.16472727272727272, 'neu': 0.7172727272727273, 'pos': 0.11799999999999998, 'compound': -0.11280909090909091}"
The Fish That Saved Pittsburgh ,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}"
Chatterbox! ,"{'neg': 0.16314285714285712, 'neu': 0.6955, 'pos': 0.14142857142857143, 'compound': 0.0007428571428571244}"
Saturn 3 ,"{'neg': 0.1065, 'neu': 0.7159583333333334, 'pos': 0.13595833333333332, 'compound': 0.12473333333333336}"
The Fury ,"{'neg': 0.12411764705882353, 'neu': 0.6472941176470588, 'pos': 0.2286176470588235, 'compound': 0.043088235294117656}"
The Hills Have Eyes ,"{'neg': 0.14545454545454548, 'neu': 0.7029090909090909, 'pos': 0.15172727272727274, 'compound': -0.011472727272727266}"
Billy Jack Goes to Washington ,"{'neg': 0.15434782608695655, 'neu': 0.6807391304347826, 'pos': 0.16486956521739132, 'compound': 0.020804347826086953}"
Moment by Moment ,"{'neg': 0.12658333333333333, 'neu': 0.7629166666666668, 'pos': 0.11058333333333333, 'compound': -0.039625}"
The Bermuda Triangle ,"{'neg': 0.143125, 'neu': 0.8155000000000001, 'pos': 0.041375, 'compound': -0.1508375}"
A Whale of a Tale ,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.4574}"
Girlfriends ,"{'neg': 0.06546153846153846, 'neu': 0.7234615384615384, 'pos': 0.21107692307692305, 'compound': 0.23823846153846157}"
A Piece of the Action ,"{'neg': 0.0755, 'neu': 0.72625, 'pos': 0.19824999999999998, 'compound': 0.15975}"
My Old Man ,"{'neg': 0.12484210526315787, 'neu': 0.7335789473684211, 'pos': 0.14157894736842105, 'compound': 0.07100526315789474}"
Sextette ,"{'neg': 0.043227272727272725, 'neu': 0.7080909090909091, 'pos': 0.20327272727272724, 'compound': 0.21139999999999998}"
The People That Time Forgot ,"{'neg': 0.12775, 'neu': 0.77, 'pos': 0.10225, 'compound': -0.05425000000000001}"
Voices ,"{'neg': 0.1280810810810811, 'neu': 0.7669999999999999, 'pos': 0.10491891891891893, 'compound': 0.005708108108108114}"
Carny ,"{'neg': 0.25125, 'neu': 0.6240000000000001, 'pos': 0.12475, 'compound': -0.027775000000000008}"
Breaking Away ,"{'neg': 0.12205555555555556, 'neu': 0.48211111111111116, 'pos': 0.39588888888888885, 'compound': 0.4330055555555555}"
Hurricane ,"{'neg': 0.047266666666666665, 'neu': 0.6596, 'pos': 0.2930666666666667, 'compound': 0.31678666666666666}"
The Magnificent Magical Magnet of Santa Mesa ,"{'neg': 0.0808695652173913, 'neu': 0.7282173913043479, 'pos': 0.19082608695652176, 'compound': 0.18390869565217394}"
Harlan County U.S.A. ,"{'neg': 0.20099999999999998, 'neu': 0.6892000000000001, 'pos': 0.10979999999999998, 'compound': -0.17746}"
American Gigolo ,"{'neg': 0.026958333333333334, 'neu': 0.7112916666666665, 'pos': 0.26175, 'compound': 0.3646416666666667}"
Jussi Bjorling - Una Furtiva Lacrima ,"{'neg': 0.08290909090909092, 'neu': 0.7688181818181817, 'pos': 0.14818181818181816, 'compound': 0.30658181818181823}"
Joyride ,"{'neg': 0.032479999999999995, 'neu': 0.81568, 'pos': 0.11192000000000002, 'compound': 0.145372}"
Coast to Coast ,"{'neg': 0.0372, 'neu': 0.6898, 'pos': 0.273, 'compound': 0.66602}"
Kenny & Company ,"{'neg': 0.02288888888888889, 'neu': 0.8645185185185185, 'pos': 0.11259259259259258, 'compound': 0.13499259259259264}"
Lies ,"{'neg': 0.18833333333333332, 'neu': 0.8116666666666666, 'pos': 0.0, 'compound': -0.2994}"
Shock Waves ,"{'neg': 0.1528695652173913, 'neu': 0.6981304347826088, 'pos': 0.149, 'compound': -0.015330434782608697}"
Candleshoe ,"{'neg': 0.0, 'neu': 0.3506666666666667, 'pos': 0.316, 'compound': 0.3761333333333334}"
Raggedy Ann & Andy ,"{'neg': 0.04951612903225807, 'neu': 0.747, 'pos': 0.20348387096774193, 'compound': 0.21022580645161287}"
Malibu High ,"{'neg': 0.184, 'neu': 0.5675, 'pos': 0.2485, 'compound': -0.064}"
Zero to Sixty ,"{'neg': 0.1965, 'neu': 0.7528888888888888, 'pos': 0.050722222222222224, 'compound': -0.03135}"
Deadman's Curve ,"{'neg': 0.1905, 'neu': 0.62, 'pos': 0.1895, 'compound': 0.18203333333333335}"
Big Wednesday ,"{'neg': 0.0856, 'neu': 0.9144, 'pos': 0.0, 'compound': -0.09147999999999999}"
Hair ,"{'neg': 0.004538461538461538, 'neu': 0.6686923076923077, 'pos': 0.3267692307692308, 'compound': 0.36598461538461535}"
The Blue Lagoon ,"{'neg': 0.12717647058823528, 'neu': 0.7256470588235293, 'pos': 0.14717647058823527, 'compound': 0.08109411764705884}"
Johnny Firecloud ,"{'neg': 0.02457142857142857, 'neu': 0.8708571428571429, 'pos': 0.10457142857142857, 'compound': 0.1504142857142857}"
The Comeback ,"{'neg': 0.043789473684210524, 'neu': 0.6965263157894737, 'pos': 0.2595789473684211, 'compound': 0.2940736842105263}"
